time_step_counter,season_counter,dap,gdd,gdd_cum,z_root,canopy_cover,canopy_cover_ns,biomass,biomass_ns,harvest_index,harvest_index_adj,DryYield,FreshYield,YieldPot
150.0,0.0,137.0,10.905000000000001,971.3250000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,436.82873801296165,438.6786712449132,0.02735657939496827,0.02738625038567157,0.11963101194879895,0.13292334660977662,0.12000747898790651
151.0,0.0,138.0,13.965,985.2900000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,454.24061552977133,456.0925146530857,0.03050747176953121,0.03054056022325146,0.13872762874433794,0.15414180971593106,0.13914229515073512
152.0,0.0,139.0,9.425,994.7150000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,468.21696406846,470.0704376683879,0.03399402415355875,0.03403089412769057,0.15933841933002466,0.17704268814447183,0.1597958581197311
153.0,0.0,140.0,2.2849999999999997,997.0000000000003,1.5000000000000007,0.9314709999810274,0.9316492193252717,469.1218039054785,470.9753792094172,0.03784548899568894,0.03788653627488055,0.1777340024100231,0.19748222490002565,0.17824293531110424
154.0,0.0,141.0,2.75,999.7500000000003,1.5000000000000007,0.9314709999810274,0.9316492193252717,470.36079449141494,472.21450874374,0.0420921360185449,0.0421377892180351,0.19819964014706767,0.22022182238563073,0.19876517331971863
155.0,0.0,142.0,5.345,1005.0950000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,475.1806169718763,477.03487052479505,0.04676490057118081,0.04681562185873852,0.22245876078757426,0.2471764008750825,0.22308488289078154
156.0,0.0,143.0,9.120000000000001,1014.2150000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,488.5623767997441,490.41812425643656,0.05189492800325866,0.05195121332694995,0.25381408260645205,0.2820156473405023,0.25450213249780934
157.0,0.0,144.0,8.97,1023.1850000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,501.65247148401966,503.5096769384981,0.05751300335000308,0.057575382047393514,0.2888283270071161,0.3209203633412401,0.2895835373652281
158.0,0.0,145.0,9.55,1032.7350000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,515.7196323051667,517.5784009804241,0.0636488586006587,0.06371789225667793,0.3286056796587417,0.36511742184304635,0.3294327445875805
159.0,0.0,146.0,11.239999999999998,1043.9750000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,531.7201189562147,533.5806615836864,0.07033035448137945,0.07040663489874624,0.3743662428366813,0.41596249204075697,0.3752691707358963
160.0,0.0,147.0,10.755,1054.7300000000005,1.5000000000000007,0.9314709999810274,0.9316492193252717,547.2691402494185,549.1314027708466,0.07758254025518395,0.07766668640508866,0.4250458069493407,0.47227311883260076,0.42603009160854843
161.0,0.0,148.0,11.605,1066.3350000000005,1.5000000000000007,0.9314709999810274,0.9316492193252717,563.4956592746933,565.3597124384717,0.08542660364210837,0.0855192574759771,0.4818973037210796,0.5354414485789774,0.4829676006969768
162.0,0.0,149.0,12.935,1079.2700000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,580.3677972329069,582.2337079163982,0.09382178228802096,0.09392354154636397,0.5451019891557667,0.6056688768397408,0.546262041848795
163.0,0.0,150.0,11.184999999999999,1090.4550000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,596.2404634888954,598.108117535817,0.10221696093393354,0.1023278256167508,0.6101199017354236,0.6779110019282485,0.6113679408442713
164.0,0.0,151.0,10.17,1100.6250000000005,1.5000000000000007,0.9314709999810274,0.9316492193252717,611.0611133495889,612.9303913548913,0.11061213957984613,0.11073210968713768,0.6766408622897115,0.7518231803219017,0.6779754200127694
165.0,0.0,152.0,10.290000000000001,1110.9150000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,626.0074411340411,627.8783529682535,0.11900731822575872,0.11913639375752452,0.7458026900208548,0.8286696555787275,0.747221189587582
166.0,0.0,153.0,7.085,1118.0000000000005,1.5000000000000007,0.9314709999810274,0.9316492193252717,634.7563030035956,636.6281689135279,0.12740249687167132,0.12754067782791143,0.8095724914061772,0.899524990451308,0.8110801829842359
167.0,0.0,154.0,9.975000000000001,1127.9750000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,649.2685156411354,651.1419603210783,0.1357976755175839,0.13594496189829827,0.8826478362059883,0.9807198180066536,0.8842356464356528
168.0,0.0,155.0,9.355,1137.3300000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,662.8415757391692,664.71649344933,0.14419285416349648,0.1443492459686851,0.9568068165464414,1.0631186850516015,0.9584736840000999
169.0,0.0,156.0,11.670000000000002,1149.0000000000005,1.5000000000000007,0.9314709999810274,0.9316492193252717,678.9407768216611,680.8174374681118,0.15258803280940908,0.15275353003907197,1.0371060034697845,1.1523400038553162,1.0388459348560206
170.0,0.0,157.0,14.86,1163.8600000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,696.2791451391379,698.1576782920555,0.16098321145532166,0.16114157368506765,1.121995171718143,1.2466613019090476,1.123916651536464
171.0,0.0,158.0,16.22,1180.0800000000004,1.5000000000000007,0.9314709999810274,0.9316492193252717,712.5817584950374,715.4749255537362,0.16937839010123423,0.16942857974515477,1.2073171529411906,1.3414635032679896,1.2118599104809225
172.0,0.0,159.0,16.975,1197.0550000000003,1.5000000000000007,0.927916039290833,0.9280611131133173,729.7681327637143,732.6621803642187,0.17777356874714684,0.17783076654608757,1.2977522645027832,1.4419469605586481,1.3024797048941292
173.0,0.0,160.0,20.02,1217.0750000000003,1.5000000000000007,0.9240897283275953,0.9241966259218868,746.8179600289833,749.711762043427,0.18616874739305941,0.18623308442636127,1.3908221220120054,1.5453579133466726,1.3957289964546824
174.0,0.0,161.0,19.525,1236.6000000000004,1.5000000000000007,0.9199713549155418,0.9200344689592598,763.7231763164003,766.6154506307718,0.194563926038972,0.1946355214696721,1.486476586808169,1.6516406520090767,1.4915571183685865
175.0,0.0,162.0,19.815,1256.4150000000004,1.5000000000000007,0.9155386259178032,0.9155517136224176,780.4751599669377,783.3644524908806,0.2029591046848846,0.20302460200334946,1.5845565872578802,1.7606184302865335,1.5899094791951394
176.0,0.0,163.0,17.745,1274.1600000000003,1.5000000000000007,0.9107675465615979,0.9107675465615979,797.0646969371362,799.9506505749088,0.2113542833307972,0.21141196700523343,1.6850901540991023,1.872322393443447,1.6907299645226481
177.0,0.0,164.0,12.27,1286.4300000000003,1.5000000000000007,0.9056322905523039,0.9056322905523039,812.6091628313497,815.4919837321872,0.21974946197670975,0.2197859990305022,1.7860011667422824,1.9844457408247582,1.7920392467146786
178.0,0.0,165.0,10.094999999999999,1296.5250000000003,1.5000000000000007,0.9001050602733334,0.9001050602733334,823.3894531992904,829.1691108777792,0.22814464062262235,0.2280110630991026,1.87741904568559,2.0860211618728774,1.8917048881659024
179.0,0.0,166.0,7.515000000000001,1304.0400000000004,1.5000000000000007,0.8941559363150577,0.8941559363150577,830.3593983620115,838.1793260628073,0.23653981926853496,0.23627223672156347,1.961908723337642,2.179898581486269,1.9826278630151886
180.0,0.0,167.0,10.899999999999999,1314.9400000000005,1.5000000000000007,0.8877527155182721,0.8877527155182721,839.7806983061549,852.3156589310203,0.2449349979144475,0.24440732519786812,2.052485542258052,2.280539491397836,2.087619341427204
181.0,0.0,168.0,11.190000000000001,1326.1300000000006,1.5000000000000007,0.8808607366555095,0.8808607366555095,848.0239271741656,866.4806303044459,0.2533301765603601,0.2524589593906765,2.1409123819278464,2.378791535475385,2.195056910611574
182.0,0.0,169.0,14.805,1340.9350000000006,1.5000000000000007,0.8734426928066064,0.8734426928066064,854.752362586416,881.8609596793563,0.2617253552062727,0.2602661969652377,2.2246314675741843,2.4718127417490936,2.3080537291462404
183.0,0.0,170.0,14.129999999999999,1355.0650000000007,1.5000000000000007,0.865458429412886,0.865458429412886,869.8890706562519,896.9945924978978,0.27012053385218526,0.2686574030315559,2.337021386480423,2.596690429422692,2.4229665818805555
184.0,0.0,171.0,14.305,1369.3700000000008,1.5000000000000007,0.8568647269168119,0.8568647269168119,884.7636744082617,911.86617016686,0.27851571249809787,0.2770492173771332,2.451230835585256,2.723589817316951,2.5396905608693476
185.0,0.0,172.0,16.59,1385.9600000000007,1.5000000000000007,0.8476150668105196,0.8476150668105196,899.3598555834542,926.4593778845374,0.28691089114401047,0.2854415985283835,2.567147148299973,2.852385720333303,2.6581128571757815
186.0,0.0,173.0,15.945,1401.9050000000007,1.5000000000000007,0.8376593798268215,0.8376593798268215,913.6602986822656,940.7569038261285,0.295306069789923,0.2862600625923114,2.615444542888953,2.9060494920988367,2.778112238966306
187.0,0.0,174.0,16.615000000000002,1418.5200000000007,1.5000000000000007,0.8269437749096257,0.8269437749096257,927.326200104336,954.7404005595843,0.3037012484358356,0.2862222119089322,2.6542135615496814,2.949126179499646,2.899558515820755
188.0,0.0,175.0,18.53,1437.0500000000006,1.5000000000000007,0.8154102474966558,0.8154102474966558,938.6440943785026,968.3904499238735,0.31209642708174823,0.2861132713162438,2.6855853244430645,2.983983693825627,3.022311994413275
189.0,0.0,176.0,20.130000000000003,1457.1800000000007,1.5000000000000007,0.8029963655353805,0.8029963655353805,948.6233339440256,981.6865329605664,0.3204916057276608,0.28597265734581173,2.712803356282164,3.0142259514246263,3.146222932697521
190.0,0.0,177.0,18.795,1475.9750000000008,1.5000000000000007,0.7896349315325292,0.7896349315325292,956.5330192151172,994.6070069559272,0.3288867843735734,0.28571647732137406,2.732972446917215,3.036636052130239,3.2711310023315927
191.0,0.0,178.0,18.62,1494.5950000000007,1.5000000000000007,0.7752536188078339,0.7752536188078339,963.2028386441164,1007.129092259306,0.337281963019486,0.28539520629010323,2.748934728340506,3.05437192037834,3.396864772512518
192.0,0.0,179.0,19.755,1514.3500000000008,1.5000000000000007,0.7597745799830083,0.7597745799830083,969.0097867010629,1019.2288723415089,0.34567714166539854,0.28503544179033125,2.7620213265149207,3.0689125850165784,3.523241232938602
193.0,0.0,180.0,16.21,1530.5600000000009,1.5000000000000007,0.7431140255866755,0.7431140255866755,980.6646262030827,1030.8813116071299,0.35407232031131114,0.28509284783802435,2.795804710582485,3.106449678424983,3.6500653796630425
194.0,0.0,181.0,16.68,1547.240000000001,1.5000000000000007,0.7251817704941962,0.7251817704941962,991.845917323939,1042.0602968625471,0.36246749895722374,0.28509002360847435,2.827653759858507,3.1418375109538967,3.777129895663896
195.0,0.0,182.0,20.125,1567.365000000001,1.5000000000000007,0.7058807457472326,0.7058807457472326,1000.8224360813518,1052.7387101808745,0.3708626776031363,0.285019071514549,2.85253481482836,3.1694831275870663,3.904214968741512
196.0,0.0,183.0,17.495,1584.8600000000008,1.5000000000000007,0.6851064731104834,0.6851064731104834,1009.309468683176,1062.8885433508588,0.3792578562490489,0.28497200702846237,2.8762494500347566,3.1958327222608407,4.031088303829209
197.0,0.0,184.0,20.71,1605.5700000000008,1.5000000000000007,0.662746499521315,0.662746499521315,1015.4768747810798,1072.481067356448,0.3876530348949615,0.2847990832271009,2.892068829759731,3.213409810844145,4.157505406281147
198.0,0.0,185.0,21.785,1627.355000000001,1.5000000000000007,0.6386797883709152,0.6386797883709152,1020.2140387118203,1081.4870746878548,0.39604821354087405,0.2845325809193946,2.9028413352487337,3.2253792613874817,4.283210238976707
199.0,0.0,186.0,20.755000000000003,1648.110000000001,1.5000000000000007,0.6127760643219137,0.6127760643219137,1026.0664245190394,1089.8772181114364,0.40444339218678665,0.28442563016788674,2.918395893879382,3.2426621043104245,4.4079363916008765
200.0,0.0,187.0,17.67,1665.780000000001,1.5000000000000007,0.5848951081159105,0.5848951081159105,1033.8132945773457,1097.6224773343445,0.41283857083269926,0.2843999008011779,2.94016398424736,3.266848871385956,4.531408948565576
201.0,0.0,188.0,19.485,1685.265000000001,1.5000000000000007,0.5548859975536385,0.5548859975536385,1038.5596215177452,1104.6947954780455,0.42123374947861186,0.2842921868114064,2.9525438593530633,3.2806042881700703,4.6533473072872535
202.0,0.0,189.0,21.869999999999997,1707.135000000001,1.5000000000000007,0.5225862905391152,0.5225862905391152,1042.1108607110243,1111.0679413492005,0.4296289281245244,0.2841050194249205,2.9606892632522617,3.2896547369469573,4.773469287153789
203.0,0.0,190.0,20.43,1727.565000000001,1.5000000000000007,0.4878211457655254,0.4878211457655254,1044.7932353723552,1116.718672416361,0.438024106770437,0.2838508387164941,2.965654361457624,3.2951715127306933,4.891496989990448
204.0,0.0,191.0,19.63,1747.195000000001,1.5000000000000007,0.4504023762830278,0.4504023762830278,1046.716266971759,1121.6282988503604,0.4464192854163496,0.2835109055933694,2.967554767484744,3.297283074983049,5.007165036755337
205.0,0.0,192.0,20.105,1767.300000000001,1.5000000000000007,0.41012743082535935,0.41012743082535935,1050.8736218190172,1125.7847832342995,0.45481446406226217,0.2835813688851975,2.980081802007823,3.3112020022309143,5.120232028361579
206.0,0.0,193.0,17.93,1785.2300000000012,1.5000000000000007,0.36677829738106127,0.36677829738106127,1054.275108429304,1129.1855566527688,0.4632096427081748,0.28364966407573866,2.9904478034938506,3.322719781659834,5.230496382483605
207.0,0.0,194.0,20.025,1805.2550000000012,1.5000000000000007,0.3201203230742657,0.3201203230742657,1056.931403447309,1131.8412939472764,0.4716048213540874,0.28371588971505135,2.998682334968312,3.331869261075902,5.337818112331845
208.0,0.0,195.0,20.765,1826.0200000000013,1.5000000000000007,0.26990094396693065,0.26990094396693065,1058.8714919364204,1133.7809745210218,0.48,0.2837801384696084,3.0048669860323822,3.3387410955915358,5.442148677700904
209.0,0.0,196.0,18.56,1844.5800000000013,1.5000000000000007,0.21584831790684672,0.21584831790684672,1060.149454147266,1135.058667656912,0.48,0.2837801384696084,3.0084935889639093,3.3427706544043434,5.448281604753177
210.0,0.0,197.0,19.395,1863.9750000000013,1.5000000000000007,0.15766985302087816,0.15766985302087816,1060.853567876081,1135.7626329270229,0.48,0.2837801384696084,3.010491723878524,3.3449908043094707,5.4516606380497095
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
